Tªn Thuéc TÝnh				ID	Min	Max	H	I	Skill	Skill	L
Thêi Gian Cho¸ng				110	40	40	-1	-1	0	0	0
T¨ng Sinh Lùc				85	188	188	-1	-1	0	0	0
T¨ng Sinh Lùc				85	187	187	-1	-1	0	0	0
T¨ng Néi Lùc				89	191	191	-1	-1	0	0	0
T¨ng Sinh Lùc				85	180	180	-1	-1	0	0	0
T¨ng Néi Lùc				89	132	132	-1	-1	0	0	0
Tèc §é Di ChuyÓn				111	40	40	-1	-1	0	0	0
T¨ng Sinh Lùc				85	200	200	-1	-1	0	0	0
Ngo¹i C«ng				99	19	19	-1	-1	0	0	0
T¨ng Kinh NghiÖm				176	15	25	-1	-1	0	0	0
Kh¸ng TÊt C¶				114	8	12	-1	-1	0	0	0
Thêi Gian Tróng §éc				108	50	80	-1	-1	0	0	0
Thêi Gian Cho¸ng				110	30	40	-1	-1	0	0	0
T¨ng Sinh Lùc				85	200	300	-1	-1	0	0	0
Kh¸ng L«i				103	30	35	-1	-1	0	0	0
Thêi Gian Tróng §éc				108	30	50	-1	-1	0	0	0
T¨ng Néi Lùc				89	200	300	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	1	3	-1	-1	337	337	0
Thêi Gian Cho¸ng				110	30	50	-1	-1	0	0	0
Kh¸ng §éc				101	30	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				70	3	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				70	5	8	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	80	120	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	1	3	-1	-1	630	630	0
Thuéc TÝnh Thay §æi				85	299	299	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	299	299	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	80	160	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	3	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	5	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	200	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	30	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	20	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	30	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	12	12	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	80	80	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	24	24	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	24	24	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	24	24	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				126	135	135	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				115	36	36	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	560	560	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				121	56	56	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				137	6	6	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	273	273	0
Thuéc TÝnh Thay §æi				85	160	160	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				126	120	120	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				58	2	2	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	240	240	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				126	80	80	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				121	40	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				136	6	6	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				123	100	100	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				99	0	0	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	320	320	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	252	252	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	114	114	0
Thuéc TÝnh Thay §æi				85	360	360	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				116	36	36	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	97	97	0
Thuéc TÝnh Thay §æi				169	260	260	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	360	360	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				115	29	29	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				125	27	27	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				115	56	56	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	48	48	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	130	130	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	150	150	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	166	166	0
Thuéc TÝnh Thay §æi				126	100	100	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	275	275	0
Thuéc TÝnh Thay §æi				98	2	2	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	170	170	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				97	2	2	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	170	170	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				93	210	210	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				135	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	210	210	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				93	170	170	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	210	210	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	10	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				176	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	100	100	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				176	100	100	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	56	56	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	8	8	0
Thuéc TÝnh Thay §æi				104	28	28	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	180	180	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	318	318	0
Thuéc TÝnh Thay §æi				85	35	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				99	3	3	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	180	180	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	79	79	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	91	91	0
Thuéc TÝnh Thay §æi				103	28	28	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	89	89	0
Thuéc TÝnh Thay §æi				104	22	22	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	22	22	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				164	18	18	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				99	36	36	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	45	45	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	3	3	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	73	73	0
Thuéc TÝnh Thay §æi				101	45	45	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	67	67	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	303	303	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	347	347	0
Thuéc TÝnh Thay §æi				89	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	48	48	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	128	128	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	391	391	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	140	140	0
Thuéc TÝnh Thay §æi				105	28	28	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	364	364	0
Thuéc TÝnh Thay §æi				111	56	56	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	138	138	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	148	148	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	365	365	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	164	164	0
Thuéc TÝnh Thay §æi				101	28	28	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	165	165	0
Thuéc TÝnh Thay §æi				108	36	36	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	173	173	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	171	171	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	392	392	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	393	393	0
Thuéc TÝnh Thay §æi				85	199	199	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	49	49	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	50	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	80	80	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	199	199	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	-49	-49	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	40	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	10	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	200	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	50	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	50	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	45	45	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	50	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	80	80	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	200	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	30	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	40	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				97	24	24	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	240	240	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	40	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				100	24	24	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				97	1	1	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				98	1	1	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				98	-5	-5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	160	160	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				93	160	160	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				135	20	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	160	160	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				93	200	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				97	-25	-25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	50	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				110	20	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				171	400	500	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	45	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	50	70	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				164	20	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				125	40	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				126	120	150	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				126	160	200	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				121	60	70	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				121	70	80	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				137	6	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	30	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	30	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	30	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	300	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	400	500	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	500	600	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	600	700	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				166	700	800	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	100	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	500	600	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				170	100	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				170	240	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	150	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	240	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	350	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	450	500	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	500	600	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	10	15	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	5	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	150	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	240	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	350	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	450	500	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	500	600	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				99	15	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				99	20	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				99	40	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	168	168	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	271	271	0
Thuéc TÝnh Thay §æi				166	900	1000	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				125	30	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				171	700	800	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	150	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	300	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				170	100	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				170	350	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	350	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	700	800	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				171	500	600	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	100	160	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	15	15	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	30	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	35	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	50	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	40	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	60	90	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				110	40	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				70	5	7	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				70	7	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	384	384	0
Thuéc TÝnh Thay §æi				101	35	55	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	36	36	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	337	337	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	359	359	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	361	361	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	14	14	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	10	10	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	29	29	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	30	30	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	34	34	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	85	85	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	99	99	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	102	102	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	63	63	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	65	65	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	43	43	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	54	54	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	47	47	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	122	122	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	119	119	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	145	145	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	153	153	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	267	267	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	169	169	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	179	179	0
Thuéc TÝnh Thay §æi				176	15	15	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				176	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	399	399	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	399	399	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	48	68	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	19	19	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	31	31	0
Thuéc TÝnh Thay §æi				98	16	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	324	324	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	23	23	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	40	40	0
Thuéc TÝnh Thay §æi				106	40	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	385	385	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	82	82	0
Thuéc TÝnh Thay §æi				98	4	8	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	33	33	0
Thuéc TÝnh Thay §æi				101	15	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	95	95	0
Thuéc TÝnh Thay §æi				117	16	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	109	109	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	69	69	0
Thuéc TÝnh Thay §æi				172	25	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	75	75	0
Thuéc TÝnh Thay §æi				85	320	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	49	59	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	50	50	0
Thuéc TÝnh Thay §æi				89	420	500	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	45	45	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	274	274	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	124	124	0
Thuéc TÝnh Thay §æi				85	420	500	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	320	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	135	135	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	131	131	0
Thuéc TÝnh Thay §æi				100	22	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	40	55	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	178	178	0
Thuéc TÝnh Thay §æi				139	3	3	-1	-1	176	176	0
Thuéc TÝnh Thay §æi				108	50	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	10	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	10	15	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	8	8	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	15	15	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	10	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				171	120	200	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				171	240	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				169	240	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	180	240	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	180	240	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				108	30	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				170	200	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				171	80	120	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				126	30	50	-1	-1	6	6	0
Thuéc TÝnh Thay §æi				146	3	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				172	50	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				134	6	10	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	45	55	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				110	50	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	22	22	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	18	22	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	15	20	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				172	15	35	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				135	20	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				98	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				97	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				93	240	240	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				218	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	300	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	300	300	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	5	5	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	100	100	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	100	100	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				102	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	17	17	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				105	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	25	25	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	499	499	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	499	499	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				139	1	3	-1	-1	20	20	0
Thuéc TÝnh Thay §æi				139	1	3	-1	-1	325	325	0
Thuéc TÝnh Thay §æi				139	1	3	-1	-1	323	323	0
Thuéc TÝnh Thay §æi				85	360	480	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				103	45	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				101	45	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				219	6	8	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				220	30	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				221	25	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				222	25	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				223	25	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				224	25	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				225	25	30	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				222	10	15	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				220	20	40	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				104	40	50	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				115	21	31	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				120	9	12	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	999	999	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	999	999	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				218	120	120	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				114	24	24	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				113	68	68	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				110	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				89	400	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	400	400	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				111	70	70	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				106	60	60	-1	-1	0	0	0
Thuéc TÝnh Thay §æi				85	480	600	-1	-1	0	0	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	16	16	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	21	21	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	4	4	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	15	15	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	6	6	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	20	20	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	26	26	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	41	41	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	32	32	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	77	77	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	282	282	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	105	105	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	113	113	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	60	60	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	64	64	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	45	45	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	58	58	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	43	43	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	116	116	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	125	125	0
Kü N¨ng Vèn Cã				139	3	3	-1	-1	141	141	0
